Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Reasons for canceling by Customer,Reasons for canceling by Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
29-04-2025,18:46:00,CNR2556627090,Canceled by Customer,CUST1551,Prime Plus,Vastrapur,Odhav,,,Yes,Change of plans,,,,,,,,,
19-04-2025,21:33:00,CNR3696493056,Success,CUST6264,Prime Sedan,Kalupur,New Ranip,7.9,10.59,,,,,,,449.784,Credit Card,12.9,3.2,3.4
08-04-2025,04:16:00,CNR4496966231,Success,CUST3776,Prime SUV,Vasna,Isanpur,13.21,12.43,,,,,,,315.99,Wallet,20.79,3.7,4.4
09-04-2025,06:33:00,CNR7660604358,Success,CUST1109,eBike,Juhapura,Shahpur,13.54,16.96,,,,,,,431.91,Credit Card,21.82,4.4,4.7
02-04-2025,08:31:00,CNR5288112569,Canceled by Customer,CUST5757,Auto,Vatva,Naranpura,,,Yes,Change of plans,,,,,,,,,
03-04-2025,19:26:00,CNR6432491973,Canceled by Driver,CUST6550,Mini,Naranpura,CG Road,,,,,Yes,Customer related issue,,,,,,,
11-04-2025,10:14:00,CNR9805621267,Incomplete,CUST4751,Prime Plus,Chharodi,Gota,,,,,,,Yes,Vehicle Breakdown,,,,,
19-04-2025,15:56:00,CNR4546620561,Canceled by Driver,CUST6017,Prime Sedan,Asarwa,Chandkheda,,,,,Yes,Customer was coughing/sick,,,,,,,
01-04-2025,02:50:00,CNR4545464573,Success,CUST2283,Auto,Dariapur,Chharodi,11.92,7.41,,,,,,,915.23,Credit Card,13.18,3,3.6
03-04-2025,09:46:00,CNR6234763569,Incomplete,CUST1126,Bike,Jamialpur,Chandkheda,,,,,,,Yes,Customer Demand,,,,,
30-04-2025,00:14:00,CNR4975753196,Success,CUST3368,Auto,Prahlad Nagar,Paldi,10.61,13.1,,,,,,,553.38,UPI,19.26,4.1,4.9
04-04-2025,21:31:00,CNR8586969035,Canceled by Customer,CUST5912,Mini,Paldi,Ambawadi,,,Yes,Wrong Address,,,,,,,,,
23-04-2025,04:12:00,CNR7987568405,Success,CUST5303,Bike,Saraspur,Manek Chowk,14.25,15.32,,,,,,,185.13,UPI,18,3.1,4.2
02-04-2025,13:47:00,CNR7466203659,Canceled by Customer,CUST1717,Prime SUV,Science City,Satellite,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
05-04-2025,05:13:00,CNR9572715811,Incomplete,CUST7124,Bike,Prahlad Nagar,Ellis Bridge,,,,,,,Yes,Other Issue,,,,,
23-04-2025,09:01:00,CNR9436325379,Incomplete,CUST3632,Auto,CG Road,Science City,,,,,,,Yes,Customer Demand,,,,,
28-04-2025,11:12:00,CNR7066333642,Success,CUST2435,Mini,Danilimda,Vastrapur,12.1,5.37,,,,,,,195.3,Wallet,12.73,4.5,4.4
24-04-2025,00:22:00,CNR8021852417,Success,CUST6064,Bike,Ellis Bridge,Memnagar,14.97,11.39,,,,,,,123.47,Credit Card,20.08,4.4,3.4
12-04-2025,08:36:00,CNR8735070533,Canceled by Customer,CUST1499,Prime Plus,Shahpur,Naroda,,,Yes,Wrong Address,,,,,,,,,
12-04-2025,20:09:00,CNR5259916478,Success,CUST6410,Bike,Sola,Gomtipur,14.41,7.27,,,,,,,568.416,UPI,11.07,4.3,3.8
10-04-2025,20:30:00,CNR9563724811,Incomplete,CUST1679,Bike,Odhav,Danilimda,,,,,,,Yes,Vehicle Breakdown,,,,,
28-04-2025,09:28:00,CNR3436991885,Incomplete,CUST5587,Prime Sedan,CG Road,Juhapura,,,,,,,Yes,Customer Demand,,,,,
05-04-2025,20:22:00,CNR7668474022,Success,CUST1776,Prime SUV,Ellis Bridge,Paldi,3.37,14.78,,,,,,,525.72,Wallet,12.36,4.9,3.4
23-04-2025,19:20:00,CNR5669125760,Canceled by Driver,CUST2125,Prime SUV,Vatva,Gomtipur,,,,,Yes,Personal & Car related issue,,,,,,,
07-04-2025,21:47:00,CNR9756288310,Success,CUST9384,Prime Sedan,Shahpur,Kalupur,3.39,18.81,,,,,,,407.65,Credit Card,12.56,3.2,3.3
28-04-2025,14:09:00,CNR6856504920,Success,CUST2050,Prime Sedan,Kalupur,Kalupur,8.9,5.96,,,,,,,170.78,Wallet,20.14,3.6,3.9
13-04-2025,23:37:00,CNR4339290457,Success,CUST9012,eBike,Science City,Ellis Bridge,7.71,12.2,,,,,,,217.152,Credit Card,17.68,4.7,4.6
10-04-2025,22:50:00,CNR8252609112,Success,CUST4635,Auto,Hansol,Ellis Bridge,4.26,8.63,,,,,,,1142.5,UPI,12.97,4.2,4.4
25-04-2025,15:44:00,CNR4499944152,Success,CUST8839,Auto,CG Road,Memnagar,6.92,12.77,,,,,,,207.43,UPI,1.8,3.2,3.8
17-04-2025,07:36:00,CNR9619065703,Success,CUST1599,Prime Plus,Bopal,Navrangpura,11.27,17.01,,,,,,,125.2,UPI,3.51,4.3,4.4
23-04-2025,10:56:00,CNR2139916504,Incomplete,CUST4249,Auto,Vatva,Vasna,,,,,,,Yes,Customer Demand,,,,,
30-04-2025,03:23:00,CNR4755426655,Success,CUST6697,Prime SUV,Vatva,New Ranip,11.51,18.06,,,,,,,900.06,UPI,9.15,4.6,3.2
21-04-2025,18:24:00,CNR8216247127,Success,CUST5264,Mini,Paldi,Sola,12.81,11.78,,,,,,,286.35,UPI,18.56,3.2,3.1
29-04-2025,09:12:00,CNR5901828892,Success,CUST1447,Prime Plus,Odhav,Ranip,13.46,8.29,,,,,,,668.11,Cash,5.37,4.6,4.3
23-04-2025,02:29:00,CNR3717261733,Success,CUST6138,Prime Sedan,Sola,Asarwa,11.63,8.43,,,,,,,1974.79,Cash,16.61,3.4,4.4
15-04-2025,14:04:00,CNR7665791161,Success,CUST6729,Prime SUV,Ashram Road,Ellis Bridge,6.09,11.94,,,,,,,862.86,Debit Card,18.82,3.9,3.7
05-04-2025,06:52:00,CNR8293029436,Incomplete,CUST1369,eBike,Maninagar,Bopal,,,,,,,Yes,Other Issue,,,,,
01-04-2025,15:28:00,CNR7935427751,Canceled by Driver,CUST9351,Prime SUV,Juhapura,Memnagar,,,,,Yes,Customer was coughing/sick,,,,,,,
22-04-2025,09:59:00,CNR2702682952,Success,CUST7535,Prime Sedan,Shahpur,Narol,11.7,12.3,,,,,,,949.45,UPI,11.12,3.6,4.2
28-04-2025,13:27:00,CNR4658094564,Success,CUST3044,Mini,Sola,Behrampura,10.48,14.47,,,,,,,565.65,Debit Card,18.18,4.8,3.4
05-04-2025,00:36:00,CNR3207768726,Incomplete,CUST2928,Prime Plus,Naroda,Gomtipur,,,,,,,Yes,Other Issue,,,,,
21-04-2025,16:25:00,CNR8321532274,Canceled by Driver,CUST9752,Auto,Manek Chowk,Sola,,,,,Yes,Personal & Car related issue,,,,,,,
03-04-2025,06:22:00,CNR5346626784,Success,CUST6415,Prime Sedan,Asarwa,Amraiwadi,13.45,11.68,,,,,,,211.3,Cash,15.23,3.3,3.8
17-04-2025,05:09:00,CNR8100731898,Success,CUST3382,Bike,Drive-In,Meghaninagar,10.88,9.88,,,,,,,565.31,Credit Card,24.28,3.9,3.5
05-04-2025,05:17:00,CNR8275502300,Success,CUST3315,Prime Sedan,Drive-In,Jamialpur,9.24,10.06,,,,,,,858.012,Wallet,6.97,4.2,4.4
06-04-2025,17:43:00,CNR6515327081,Success,CUST7989,Mini,Shahpur,Jamialpur,3.44,16.05,,,,,,,315.732,Cash,21.26,4.6,4.2
14-04-2025,02:43:00,CNR5883122266,Success,CUST2262,Prime SUV,Kubernagar,Drive-In,4.34,9.05,,,,,,,288.5,Wallet,23.48,3.1,3.2
29-04-2025,02:56:00,CNR7200304145,Incomplete,CUST1735,eBike,Kubernagar,Kalupur,,,,,,,Yes,Customer Demand,,,,,
06-04-2025,00:21:00,CNR6840361512,Success,CUST1656,eBike,Vasna,Saraspur,3.5,7.23,,,,,,,2358.144,Credit Card,1.12,4.9,4.3
08-04-2025,09:39:00,CNR9801554898,Success,CUST3183,Mini,Vastrapur,Narol,9.19,12.33,,,,,,,112.7,Wallet,1.72,3.6,4.4
03-04-2025,11:19:00,CNR8549175469,Canceled by Customer,CUST3960,Bike,Naranpura,Vasna,,,Yes,Driver asked to cancel,,,,,,,,,
09-04-2025,19:52:00,CNR1890818324,Canceled by Customer,CUST8955,Prime Plus,Ghodasar,Odhav,,,Yes,Wrong Address,,,,,,,,,
27-04-2025,03:14:00,CNR1187184227,Canceled by Driver,CUST7937,Bike,Vatva,Ambawadi,,,,,Yes,More than permitted people in there,,,,,,,
09-04-2025,18:07:00,CNR2614082186,Canceled by Driver,CUST3481,Bike,Ghodasar,Jamialpur,,,,,Yes,Customer related issue,,,,,,,
03-04-2025,21:10:00,CNR8641620876,Incomplete,CUST7723,Prime Plus,Manek Chowk,Danilimda,,,,,,,Yes,Customer Demand,,,,,
11-04-2025,10:05:00,CNR9108490512,Success,CUST2215,Auto,Bodakdev,Naranpura,13.43,13.56,,,,,,,468,UPI,17.55,4.4,3.4
16-04-2025,07:04:00,CNR2645319964,Success,CUST5544,Auto,Vastrapur,Narol,10.81,6.6,,,,,,,498.74,Credit Card,2.16,5,3.8
17-04-2025,22:45:00,CNR7819156603,Canceled by Driver,CUST2891,Mini,Danilimda,Saraspur,,,,,Yes,Customer was coughing/sick,,,,,,,
04-04-2025,06:43:00,CNR8752099330,Success,CUST5195,Prime Plus,Vasna,New Ranip,6.92,15.01,,,,,,,880.38,Wallet,20.15,3.9,4.6
13-04-2025,00:24:00,CNR6185123687,Success,CUST9036,eBike,Ranip,Memnagar,3.07,9.87,,,,,,,273.456,Cash,17.69,3.8,3.9
23-04-2025,00:17:00,CNR5593325489,Success,CUST1636,Auto,Bodakdev,Shahpur,5.73,6.1,,,,,,,350.03,Credit Card,15.87,3.9,3.8
24-04-2025,20:08:00,CNR9020547547,Success,CUST7704,Bike,Satellite,Sabarmati,8.75,5.38,,,,,,,220.71,Credit Card,10.57,4.2,4.1
03-04-2025,07:46:00,CNR1318132746,Canceled by Driver,CUST8032,Prime SUV,Chandkheda,Sola,,,,,Yes,Customer related issue,,,,,,,
24-04-2025,20:46:00,CNR5497896305,Incomplete,CUST5634,Prime SUV,Amraiwadi,Navrangpura,,,,,,,Yes,Customer Demand,,,,,
06-04-2025,12:58:00,CNR7492589549,Success,CUST6817,Bike,Gota,Ambawadi,3.09,14.71,,,,,,,745.8,Cash,23.25,3.1,4.9
21-04-2025,13:02:00,CNR3263937558,Success,CUST8791,Auto,Chandkheda,Ellis Bridge,8.83,8.85,,,,,,,187.97,UPI,20.27,4.1,3.6
22-04-2025,07:59:00,CNR9526714370,Canceled by Driver,CUST6952,Prime SUV,CG Road,Ranip,,,,,Yes,More than permitted people in there,,,,,,,
02-04-2025,15:14:00,CNR4620437858,Success,CUST3093,Mini,Jamialpur,Behrampura,4.46,7.72,,,,,,,131.47,Debit Card,13.6,4.4,3.2
01-04-2025,08:35:00,CNR6986037603,Success,CUST6603,Bike,Ellis Bridge,Naranpura,14.56,12.25,,,,,,,774.56,Credit Card,2.04,4.3,4.9
15-04-2025,15:43:00,CNR3588517917,Canceled by Driver,CUST5772,Bike,Drive-In,Vatva,,,,,Yes,Personal & Car related issue,,,,,,,
28-04-2025,18:52:00,CNR6015398109,Success,CUST1937,Mini,Naroda,Ghodasar,5.54,14.16,,,,,,,427.1,UPI,22.6,3.7,3.5
12-04-2025,19:12:00,CNR5026793972,Canceled by Driver,CUST1301,Auto,Sola,Paldi,,,,,Yes,More than permitted people in there,,,,,,,
09-04-2025,10:10:00,CNR4569593549,Canceled by Customer,CUST1669,Bike,Prahlad Nagar,Asarwa,,,Yes,Driver asked to cancel,,,,,,,,,
05-04-2025,19:59:00,CNR2020182465,Canceled by Customer,CUST4018,Bike,Naranpura,Satellite,,,Yes,Driver asked to cancel,,,,,,,,,
01-04-2025,02:38:00,CNR1986772390,Success,CUST3260,Mini,Nikol,Chharodi,5.02,16.05,,,,,,,608.15,UPI,3.3,3,4.3
25-04-2025,06:12:00,CNR5407263437,Success,CUST9518,Prime SUV,Gota,Paldi,5.78,10.86,,,,,,,273.05,Cash,24.71,3.3,4.4
26-04-2025,03:57:00,CNR7684501396,Success,CUST7984,Auto,Kubernagar,Sabarmati,11.61,15.39,,,,,,,1354.068,Wallet,3.5,4.4,4.2
08-04-2025,17:02:00,CNR7358648898,Success,CUST6305,eBike,Dariapur,Dariapur,4.03,18.41,,,,,,,195.19,Cash,6.44,3.7,3.1
27-04-2025,05:10:00,CNR8462755001,Success,CUST4602,eBike,Amraiwadi,Naranpura,12.6,8.51,,,,,,,534.192,Credit Card,16.62,4.1,3.6
14-04-2025,14:09:00,CNR4001838452,Canceled by Customer,CUST3799,Prime Sedan,New Ranip,Satellite,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
18-04-2025,15:10:00,CNR9389989328,Success,CUST2181,eBike,Ashram Road,Science City,11.77,11.98,,,,,,,302.47,Credit Card,23.98,3.4,4.4
21-04-2025,00:31:00,CNR4378010836,Success,CUST2105,Prime Sedan,Kubernagar,Ashram Road,4.16,11.76,,,,,,,673.44,Cash,16.96,4.6,4.9
22-04-2025,09:22:00,CNR2457155517,Success,CUST1051,eBike,Odhav,Narol,4.83,19.89,,,,,,,769.44,UPI,21.21,4,4.2
16-04-2025,04:37:00,CNR6916115553,Canceled by Driver,CUST5381,Auto,Bodakdev,Vatva,,,,,Yes,Customer related issue,,,,,,,
09-04-2025,04:02:00,CNR8801706621,Canceled by Driver,CUST4918,eBike,Meghaninagar,Shahpur,,,,,Yes,Personal & Car related issue,,,,,,,
03-04-2025,13:33:00,CNR3319759116,Canceled by Driver,CUST7262,Prime SUV,Meghaninagar,Memnagar,,,,,Yes,More than permitted people in there,,,,,,,
14-04-2025,15:40:00,CNR7807057749,Success,CUST9578,Prime Plus,Ellis Bridge,Bodakdev,6.16,10.4,,,,,,,470.69,Wallet,14.29,3.6,3.8
29-04-2025,20:17:00,CNR9733642508,Success,CUST4796,Auto,Dariapur,Amraiwadi,9.19,18.79,,,,,,,495.48,Debit Card,21.43,3.4,4.9
25-04-2025,22:35:00,CNR4937017957,Canceled by Driver,CUST8441,Mini,Saraspur,Shahpur,,,,,Yes,Customer was coughing/sick,,,,,,,
14-04-2025,19:00:00,CNR1866204156,Incomplete,CUST9183,Prime Plus,Juhapura,Jamialpur,,,,,,,Yes,Other Issue,,,,,
30-04-2025,13:23:00,CNR4390451623,Canceled by Driver,CUST1005,Prime SUV,Odhav,Lal Darwaja,,,,,Yes,Customer was coughing/sick,,,,,,,
17-04-2025,18:46:00,CNR2845312238,Success,CUST8180,Auto,Prahlad Nagar,Prahlad Nagar,7.84,7.6,,,,,,,205.4,Cash,24.41,4.3,4.6
05-04-2025,14:52:00,CNR8175223634,Canceled by Driver,CUST8775,Prime Plus,Gota,Kalupur,,,,,Yes,Personal & Car related issue,,,,,,,
17-04-2025,02:56:00,CNR9197256884,Success,CUST9548,Prime SUV,Sabarmati,Ghodasar,12.18,7.62,,,,,,,229,Debit Card,4.51,3.7,3.1
06-04-2025,13:46:00,CNR5187763605,Success,CUST2382,Bike,Hansol,Odhav,14.56,13.24,,,,,,,858.984,UPI,8.48,4,3.9
06-04-2025,21:02:00,CNR8050185478,Canceled by Customer,CUST2121,Mini,Bopal,Odhav,,,Yes,AC is Not working,,,,,,,,,
20-04-2025,18:22:00,CNR1881059762,Success,CUST6060,Mini,Nikol,Juhapura,10.8,7.28,,,,,,,480.672,UPI,12.04,3.1,5
06-04-2025,08:54:00,CNR8364305477,Canceled by Driver,CUST4657,Prime Sedan,Isanpur,Manek Chowk,,,,,Yes,Customer was coughing/sick,,,,,,,
26-04-2025,15:32:00,CNR4718897826,Success,CUST9350,eBike,Danilimda,Dariapur,4.46,9.55,,,,,,,432.936,Debit Card,2.5,4,5
02-04-2025,00:41:00,CNR6708521075,Success,CUST1280,Bike,Chharodi,Science City,10.49,12.91,,,,,,,108.69,Debit Card,22.28,3.9,3.4
15-04-2025,16:06:00,CNR9341655399,Success,CUST5961,Bike,Jamialpur,Navrangpura,12.93,16,,,,,,,505.5,Credit Card,10.99,4,3
05-04-2025,13:25:00,CNR5712680884,Canceled by Driver,CUST2323,Prime SUV,Ashram Road,Ambawadi,,,,,Yes,Customer related issue,,,,,,,
28-04-2025,21:13:00,CNR8168232938,Success,CUST9802,Prime Plus,New Ranip,Kalupur,5.58,5.18,,,,,,,488.17,Credit Card,20.24,4.9,4
08-04-2025,07:43:00,CNR1561362437,Success,CUST2279,Prime SUV,Vejalpur,Ambawadi,8.45,17.67,,,,,,,269.22,Credit Card,4.6,3.6,4.5
21-04-2025,06:29:00,CNR1385867516,Success,CUST7342,Prime Sedan,Thaltej,Naranpura,7.73,11.89,,,,,,,945.15,Debit Card,23.93,4.6,3.6
25-04-2025,03:14:00,CNR4455902814,Success,CUST6360,Auto,Hansol,Memnagar,6.06,17.61,,,,,,,454.89,Credit Card,12.08,4.3,4.3
10-04-2025,09:21:00,CNR3112198980,Canceled by Customer,CUST5620,Prime Plus,Thaltej,Asarwa,,,Yes,Change of plans,,,,,,,,,
17-04-2025,07:32:00,CNR8574972332,Success,CUST8496,Prime Sedan,Naranpura,Gota,9.22,7.25,,,,,,,755.6,Credit Card,17.33,3.1,3.2
22-04-2025,04:12:00,CNR8591294180,Success,CUST4251,Bike,Amraiwadi,Juhapura,3.15,19.35,,,,,,,676.27,Credit Card,8.12,3.7,4.5
15-04-2025,05:40:00,CNR5425263530,Success,CUST2243,Prime Sedan,Hansol,Bodakdev,5.09,6.48,,,,,,,393.2,Wallet,7.36,3,3.2
07-04-2025,10:14:00,CNR1649447518,Success,CUST1823,Auto,Hansol,Hansol,12.23,14.37,,,,,,,142.35,Debit Card,3.91,4.2,4.5
22-04-2025,00:49:00,CNR3997260740,Success,CUST5043,Prime SUV,Naroda,Odhav,3.5,19.53,,,,,,,646.12,Cash,24.52,4.2,4.2
29-04-2025,07:49:00,CNR9923777718,Success,CUST1014,Bike,Bopal,Ghodasar,7.06,18.92,,,,,,,217.1,UPI,11.37,3.9,4.2
28-04-2025,18:32:00,CNR8934564555,Success,CUST3379,Bike,Bodakdev,New Ranip,4.46,7.96,,,,,,,822.26,Credit Card,7.86,4.6,4.7
25-04-2025,00:57:00,CNR8473992546,Incomplete,CUST9421,Prime Plus,Satellite,Danilimda,,,,,,,Yes,Other Issue,,,,,
16-04-2025,12:56:00,CNR1119382318,Canceled by Driver,CUST6956,Bike,Ashram Road,Nikol,,,,,Yes,Customer was coughing/sick,,,,,,,
26-04-2025,21:58:00,CNR4112448737,Canceled by Driver,CUST4744,eBike,Drive-In,Juhapura,,,,,Yes,Personal & Car related issue,,,,,,,
04-04-2025,11:54:00,CNR9070800371,Canceled by Driver,CUST2527,eBike,Behrampura,Naroda,,,,,Yes,Personal & Car related issue,,,,,,,
28-04-2025,04:07:00,CNR4171693717,Success,CUST8031,Auto,Sola,Asarwa,9.54,19.77,,,,,,,521.54,Wallet,4.96,3.3,4.5
28-04-2025,08:24:00,CNR9162140664,Success,CUST7472,Prime SUV,Naranpura,Juhapura,9.07,17.61,,,,,,,770.58,UPI,15.17,4,3.6
08-04-2025,19:50:00,CNR5244137539,Canceled by Customer,CUST2768,eBike,Amraiwadi,Jamialpur,,,Yes,Wrong Address,,,,,,,,,
11-04-2025,13:41:00,CNR9236275403,Canceled by Customer,CUST6771,Prime Plus,Kubernagar,Lal Darwaja,,,Yes,AC is Not working,,,,,,,,,
13-04-2025,11:21:00,CNR1164710942,Success,CUST7246,Prime SUV,Paldi,Science City,3.11,8.7,,,,,,,1193.892,Debit Card,3.38,3.8,4.6
09-04-2025,10:40:00,CNR4125348860,Success,CUST9721,Prime Sedan,Ranip,Naroda,11.8,14.24,,,,,,,209.57,Wallet,19.81,4.1,3
14-04-2025,05:06:00,CNR4643848946,Success,CUST1130,Mini,Kubernagar,Vastrapur,11.95,8.04,,,,,,,683.6,Debit Card,8.85,3.3,3.6
07-04-2025,22:20:00,CNR2756087050,Incomplete,CUST2045,Prime Plus,Paldi,Vejalpur,,,,,,,Yes,Vehicle Breakdown,,,,,
30-04-2025,00:44:00,CNR5368522809,Success,CUST2578,Bike,Jamialpur,Ellis Bridge,11.66,18.29,,,,,,,225.8,UPI,10.9,4.4,3
16-04-2025,06:25:00,CNR9729190304,Success,CUST2939,Prime SUV,Hansol,Ranip,12.53,6.39,,,,,,,265.96,Cash,16.42,3.1,4.2
13-04-2025,21:13:00,CNR1793575896,Success,CUST5469,Auto,Ghodasar,Naroda,10.24,15.15,,,,,,,761.568,Cash,20.8,4,3.2
18-04-2025,01:31:00,CNR4157681182,Success,CUST9885,Mini,Naranpura,Ashram Road,12.42,15.62,,,,,,,758.12,Wallet,11.56,3.3,3.7
05-04-2025,20:14:00,CNR8128376805,Success,CUST7889,Prime Sedan,Vasna,Amraiwadi,5.65,13.97,,,,,,,1197.816,Credit Card,23.39,4.3,3.8
11-04-2025,09:32:00,CNR9860660304,Canceled by Driver,CUST4366,Prime Sedan,Vasna,Jamialpur,,,,,Yes,More than permitted people in there,,,,,,,
23-04-2025,20:59:00,CNR4556791457,Success,CUST5510,Prime SUV,Kalupur,Vasna,13.08,10.76,,,,,,,313.91,Credit Card,5.43,3.7,3.7
04-04-2025,21:29:00,CNR3107859981,Success,CUST3386,Prime SUV,Ashram Road,Shahpur,12.98,9.1,,,,,,,184.13,Credit Card,23.58,3.5,3.9
29-04-2025,03:48:00,CNR3258144482,Canceled by Driver,CUST6739,Auto,Odhav,Drive-In,,,,,Yes,Personal & Car related issue,,,,,,,
11-04-2025,15:59:00,CNR7860843381,Canceled by Driver,CUST5666,Bike,Dariapur,Memnagar,,,,,Yes,Personal & Car related issue,,,,,,,
17-04-2025,08:59:00,CNR1468381948,Success,CUST1877,Bike,Manek Chowk,Bopal,4.6,6.21,,,,,,,747.73,UPI,11.48,4.5,4.5
25-04-2025,16:47:00,CNR3590316390,Success,CUST4308,Prime SUV,Sabarmati,Prahlad Nagar,4.62,16.27,,,,,,,479.52,Cash,2.65,3.1,3.6
27-04-2025,00:21:00,CNR3055016116,Success,CUST1838,Prime Plus,Memnagar,Paldi,13.88,8.74,,,,,,,469.164,Cash,11.79,4.6,3.1
18-04-2025,20:46:00,CNR1725565334,Success,CUST4302,Bike,Hansol,Ashram Road,3.75,18.6,,,,,,,289.06,Cash,10.87,3.7,4.8
05-04-2025,03:15:00,CNR9177093291,Canceled by Customer,CUST6540,Bike,Drive-In,Memnagar,,,Yes,Wrong Address,,,,,,,,,
28-04-2025,02:58:00,CNR2859867983,Success,CUST2409,Mini,Bopal,Kalupur,14.24,5.78,,,,,,,166.81,Cash,18.54,5,3.5
23-04-2025,11:35:00,CNR8615703975,Success,CUST6362,Auto,Science City,Saraspur,9.78,11.96,,,,,,,803.66,Wallet,9.39,3.2,3.3
27-04-2025,12:40:00,CNR8494330880,Success,CUST4510,Auto,Naranpura,Ashram Road,13.21,13.42,,,,,,,121.836,Cash,21.64,4.4,3.1
16-04-2025,19:51:00,CNR6824129399,Success,CUST7824,Mini,Sola,Memnagar,3.98,11.87,,,,,,,124.43,Cash,23.7,4.7,4.3
06-04-2025,00:15:00,CNR6044867367,Success,CUST4812,eBike,Bodakdev,Prahlad Nagar,10.81,13.18,,,,,,,336.132,Debit Card,20.35,3.9,3.1
16-04-2025,06:02:00,CNR6058986823,Success,CUST2186,Auto,Gomtipur,Naroda,6.1,7.47,,,,,,,389.78,Credit Card,13.47,3.4,4.8
16-04-2025,11:15:00,CNR3063885306,Success,CUST4698,Prime Sedan,Satellite,Chandkheda,14.82,16.58,,,,,,,79.28,UPI,12.13,4.8,4.1
18-04-2025,06:22:00,CNR7349825361,Success,CUST2931,Prime Plus,New Ranip,Bodakdev,10.88,17.33,,,,,,,398.25,Credit Card,24.15,3.4,4
28-04-2025,14:58:00,CNR9203108866,Canceled by Driver,CUST3149,Prime Plus,Maninagar,Odhav,,,,,Yes,More than permitted people in there,,,,,,,
26-04-2025,02:44:00,CNR2006973352,Canceled by Customer,CUST8379,Prime SUV,Ambawadi,Sola,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
15-04-2025,09:07:00,CNR6698043780,Success,CUST1073,eBike,Dariapur,Memnagar,13.98,13,,,,,,,362.46,Credit Card,20.04,3.6,4.7
24-04-2025,20:21:00,CNR5691693443,Incomplete,CUST2667,Bike,CG Road,Chandkheda,,,,,,,Yes,Vehicle Breakdown,,,,,
22-04-2025,11:36:00,CNR6498419767,Success,CUST7196,eBike,Behrampura,Gota,5.21,18.41,,,,,,,118.29,Wallet,11.57,4.2,3.2
27-04-2025,08:56:00,CNR7433873418,Incomplete,CUST5081,Bike,Gomtipur,Bodakdev,,,,,,,Yes,Vehicle Breakdown,,,,,
25-04-2025,04:40:00,CNR8571400236,Incomplete,CUST5890,Prime Plus,Vejalpur,Ranip,,,,,,,Yes,Customer Demand,,,,,
14-04-2025,23:19:00,CNR7377571901,Canceled by Customer,CUST7212,eBike,Lal Darwaja,Dariapur,,,Yes,Change of plans,,,,,,,,,
11-04-2025,09:26:00,CNR8877293050,Incomplete,CUST2763,Prime Sedan,Naranpura,Vatva,,,,,,,Yes,Customer Demand,,,,,
04-04-2025,20:14:00,CNR5490627552,Success,CUST9875,eBike,Vasna,Vastrapur,3.15,13.4,,,,,,,372.99,Cash,22.37,3.2,4.5
03-04-2025,00:25:00,CNR9983408959,Canceled by Driver,CUST3279,Bike,CG Road,Navrangpura,,,,,Yes,Customer was coughing/sick,,,,,,,
10-04-2025,07:44:00,CNR1723015791,Success,CUST1502,Prime Plus,Meghaninagar,Narol,11.52,9.72,,,,,,,418.91,Wallet,12.02,3.7,4
03-04-2025,09:13:00,CNR5267355162,Success,CUST2654,Mini,Satellite,Jamialpur,5.09,15.68,,,,,,,550.22,UPI,6.76,3.3,3.7
18-04-2025,14:58:00,CNR1106304939,Canceled by Driver,CUST6105,Prime Sedan,Vasna,CG Road,,,,,Yes,Customer related issue,,,,,,,
08-04-2025,19:47:00,CNR5614051088,Canceled by Customer,CUST2176,eBike,Dariapur,Science City,,,Yes,Change of plans,,,,,,,,,
14-04-2025,08:58:00,CNR7158685094,Canceled by Driver,CUST2839,Prime SUV,Behrampura,Kubernagar,,,,,Yes,More than permitted people in there,,,,,,,
26-04-2025,22:47:00,CNR3348622353,Incomplete,CUST5300,Bike,Bopal,Vatva,,,,,,,Yes,Other Issue,,,,,
09-04-2025,11:46:00,CNR3085524229,Success,CUST7766,Prime Sedan,Navrangpura,Ellis Bridge,11.11,9.88,,,,,,,81.27,Wallet,5.2,4.7,3.5
22-04-2025,13:06:00,CNR3062906935,Success,CUST2816,Prime Plus,Vejalpur,Shahpur,10.71,15.41,,,,,,,187.08,Credit Card,6.1,3.1,3.6
29-04-2025,20:52:00,CNR9106724553,Incomplete,CUST5389,Auto,Shahpur,Naranpura,,,,,,,Yes,Other Issue,,,,,
23-04-2025,16:46:00,CNR9898500168,Canceled by Customer,CUST4521,Prime Sedan,Meghaninagar,Narol,,,Yes,Change of plans,,,,,,,,,
18-04-2025,16:07:00,CNR1714406061,Incomplete,CUST2235,Prime Plus,Meghaninagar,Vatva,,,,,,,Yes,Customer Demand,,,,,
16-04-2025,11:34:00,CNR2420100106,Success,CUST8518,Mini,Lal Darwaja,Sola,4.33,11.71,,,,,,,438.19,UPI,14.12,3.8,5
12-04-2025,14:28:00,CNR2047343656,Success,CUST5519,Bike,Vasna,Navrangpura,3.5,16.1,,,,,,,767.688,UPI,21.6,3.6,4.8
